gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,monthly_charges,contract,payment_method,total_charges,churn
Female,0,Yes,No,27,Yes,DSL,110.86,One year,Mailed check,2994.38,0
Female,0,Yes,Yes,27,Yes,DSL,32.98,One year,Electronic check,730.98,0
Female,1,No,Yes,68,Yes,Fiber optic,36.52,One year,Bank transfer (automatic),2536.0,0
Male,0,No,No,42,Yes,No,53.38,Month-to-month,Electronic check,2190.85,1
Female,0,Yes,Yes,67,Yes,Fiber optic,96.57,Month-to-month,Credit card (automatic),6967.92,1
Female,1,No,Yes,51,Yes,No,107.25,Month-to-month,Credit card (automatic),5572.54,1
Female,0,Yes,No,64,Yes,Fiber optic,77.18,Two year,Mailed check,4602.91,0
Male,1,No,No,14,Yes,Fiber optic,29.55,One year,Credit card (automatic),411.96,0
Male,1,Yes,No,68,Yes,DSL,48.98,Month-to-month,Bank transfer (automatic),3264.5,1
Female,1,Yes,No,68,Yes,DSL,105.42,Month-to-month,Electronic check,6507.06,0
Male,1,Yes,No,2,Yes,Fiber optic,53.45,Month-to-month,Bank transfer (automatic),102.49,0
Male,1,No,Yes,26,Yes,DSL,28.49,Two year,Credit card (automatic),646.77,0
Male,1,Yes,No,30,Yes,DSL,48.81,Month-to-month,Electronic check,1234.16,0
Female,0,No,No,30,Yes,No,100.28,One year,Electronic check,3040.25,0
Female,0,Yes,No,56,Yes,Fiber optic,68.33,Month-to-month,Bank transfer (automatic),3519.88,0
Male,0,Yes,No,50,Yes,DSL,35.5,One year,Mailed check,1804.26,0
Male,1,Yes,No,15,Yes,Fiber optic,49.89,One year,Bank transfer (automatic),708.66,1
Female,1,Yes,Yes,44,No,Fiber optic,115.27,Month-to-month,Bank transfer (automatic),5226.8,0
Female,0,No,No,71,Yes,No,62.06,One year,Bank transfer (automatic),4460.45,0
Female,1,Yes,Yes,32,Yes,Fiber optic,63.04,Month-to-month,Electronic check,2054.95,1
Male,0,No,No,67,Yes,DSL,33.61,Two year,Mailed check,2097.9,0
Female,1,Yes,Yes,47,Yes,DSL,49.06,Month-to-month,Credit card (automatic),2467.01,1
Male,1,Yes,Yes,67,Yes,DSL,101.1,One year,Mailed check,6268.15,0
Female,1,Yes,No,65,Yes,Fiber optic,98.19,Month-to-month,Mailed check,6549.68,1
Male,0,Yes,No,1,No,Fiber optic,62.42,One year,Electronic check,59.13,1
Male,0,No,No,58,Yes,Fiber optic,109.15,Month-to-month,Electronic check,5578.12,1
Male,1,No,Yes,13,Yes,Fiber optic,56.79,One year,Mailed check,726.1,0
Male,1,Yes,No,60,Yes,DSL,106.16,Month-to-month,Mailed check,5999.96,1
Female,1,No,Yes,58,Yes,DSL,21.22,Month-to-month,Bank transfer (automatic),1093.72,1
Male,0,No,Yes,18,Yes,DSL,53.42,Two year,Bank transfer (automatic),884.11,0
Male,0,No,No,4,Yes,Fiber optic,105.22,Month-to-month,Credit card (automatic),362.62,0
Male,0,No,Yes,30,Yes,Fiber optic,109.93,Month-to-month,Credit card (automatic),3550.62,1
Female,1,No,No,22,Yes,No,95.16,One year,Electronic check,2066.78,0
Female,0,No,Yes,40,No,DSL,86.33,Month-to-month,Electronic check,2987.44,1
Female,0,No,Yes,5,Yes,Fiber optic,101.18,Two year,Credit card (automatic),515.41,0
Female,0,No,No,3,Yes,DSL,90.17,Month-to-month,Electronic check,264.15,1
Female,1,No,Yes,31,No,Fiber optic,43.93,Two year,Mailed check,1372.54,0
Female,1,Yes,No,56,Yes,DSL,65.56,Two year,Electronic check,3568.44,0
Male,1,No,No,22,Yes,Fiber optic,85.39,Month-to-month,Bank transfer (automatic),1569.97,1
Female,0,No,Yes,23,Yes,DSL,77.96,Month-to-month,Electronic check,1565.08,1
Female,0,Yes,No,11,Yes,DSL,108.28,One year,Electronic check,1214.75,0
Female,0,No,Yes,20,Yes,Fiber optic,66.33,One year,Mailed check,1348.0,1
Male,0,No,No,21,Yes,Fiber optic,36.15,Month-to-month,Bank transfer (automatic),771.3,0
Female,1,Yes,Yes,18,Yes,Fiber optic,39.89,Month-to-month,Electronic check,591.62,1
Male,1,No,No,25,No,DSL,104.3,Month-to-month,Bank transfer (automatic),2684.0,1
Male,1,No,No,20,No,No,18.89,One year,Mailed check,352.93,0
Female,0,No,No,49,Yes,DSL,106.65,One year,Mailed check,5227.69,0
Male,0,Yes,No,24,Yes,Fiber optic,23.67,Month-to-month,Mailed check,506.01,0
Male,1,Yes,No,55,Yes,No,57.95,Month-to-month,Electronic check,3251.24,1
Female,0,No,No,44,Yes,Fiber optic,99.62,One year,Electronic check,4713.75,1
Male,0,Yes,No,46,Yes,DSL,59.58,Two year,Credit card (automatic),2428.02,0
Female,0,Yes,No,42,Yes,Fiber optic,101.88,Month-to-month,Electronic check,4381.19,1
Male,0,Yes,No,67,Yes,DSL,28.23,Month-to-month,Credit card (automatic),1848.45,0
Male,1,Yes,No,18,Yes,Fiber optic,70.18,Month-to-month,Electronic check,1125.55,1
Female,1,No,Yes,71,Yes,Fiber optic,77.41,One year,Mailed check,4927.44,1
Female,0,No,No,15,Yes,Fiber optic,108.87,Month-to-month,Bank transfer (automatic),1649.75,0
Male,1,No,No,10,Yes,No,27.55,Month-to-month,Credit card (automatic),246.28,1
Female,0,No,No,60,Yes,DSL,52.54,One year,Electronic check,2624.14,0
Female,0,Yes,Yes,65,No,DSL,85.25,Month-to-month,Electronic check,5802.96,0
Male,0,Yes,No,6,Yes,Fiber optic,117.95,Month-to-month,Bank transfer (automatic),688.68,1
Female,1,Yes,Yes,43,Yes,Fiber optic,104.52,Month-to-month,Electronic check,4571.68,1
Male,1,Yes,No,37,Yes,Fiber optic,104.34,Month-to-month,Bank transfer (automatic),3771.16,0
Female,1,Yes,No,16,Yes,Fiber optic,70.75,Month-to-month,Credit card (automatic),1080.24,1
Female,0,Yes,Yes,38,Yes,Fiber optic,75.56,Month-to-month,Electronic check,2929.27,1
Female,0,Yes,No,50,Yes,No,105.58,Month-to-month,Credit card (automatic),4372.92,1
Female,1,Yes,Yes,41,Yes,Fiber optic,106.7,Month-to-month,Electronic check,3942.0,0
Male,0,No,No,37,Yes,DSL,99.83,Two year,Credit card (automatic),3631.44,0
Male,0,No,No,64,Yes,DSL,101.49,Two year,Credit card (automatic),6920.37,0
Male,1,No,No,16,Yes,Fiber optic,107.72,Month-to-month,Bank transfer (automatic),1589.69,1
Female,1,No,No,45,No,DSL,29.61,One year,Credit card (automatic),1430.49,0
Female,0,No,Yes,23,Yes,DSL,47.85,Month-to-month,Credit card (automatic),1118.57,0
Male,0,Yes,No,71,Yes,DSL,117.56,Two year,Electronic check,7896.64,0
Female,1,No,No,18,Yes,Fiber optic,73.57,Two year,Electronic check,1233.66,1
Female,0,Yes,Yes,63,Yes,No,36.0,One year,Electronic check,1936.09,1
Female,0,Yes,No,46,Yes,Fiber optic,69.31,One year,Mailed check,3124.34,0
Male,0,Yes,No,15,No,DSL,83.87,Month-to-month,Bank transfer (automatic),1048.73,0
Female,0,Yes,No,55,Yes,Fiber optic,102.48,Month-to-month,Mailed check,5250.64,1
Female,1,Yes,No,17,No,Fiber optic,100.84,Month-to-month,Bank transfer (automatic),1511.66,1
Male,1,No,No,19,Yes,No,23.02,Month-to-month,Mailed check,467.4,0
Male,1,No,No,25,Yes,Fiber optic,64.26,One year,Electronic check,1469.06,1
Male,0,No,Yes,49,Yes,Fiber optic,20.1,Month-to-month,Electronic check,932.9,1
Male,0,No,No,28,No,No,108.59,Month-to-month,Credit card (automatic),2790.07,1
Female,1,No,No,41,Yes,Fiber optic,35.74,One year,Mailed check,1253.85,1
Female,0,Yes,Yes,40,Yes,DSL,81.74,One year,Electronic check,2980.8,0
Female,1,No,No,14,Yes,Fiber optic,76.2,One year,Electronic check,1090.85,1
Male,1,No,Yes,16,Yes,Fiber optic,81.8,Month-to-month,Credit card (automatic),1284.6,1
Female,0,Yes,No,22,Yes,Fiber optic,75.47,Two year,Electronic check,1550.31,0
Male,1,Yes,No,16,Yes,No,90.99,Month-to-month,Bank transfer (automatic),1504.39,1
Female,1,No,No,67,Yes,DSL,81.86,One year,Electronic check,4503.3,0
Male,0,No,Yes,27,Yes,Fiber optic,27.21,Month-to-month,Electronic check,760.32,1
Male,1,Yes,No,29,Yes,DSL,55.41,Month-to-month,Bank transfer (automatic),1342.52,1
Female,0,No,No,49,Yes,DSL,73.75,Two year,Bank transfer (automatic),3780.96,1
Male,1,Yes,No,57,Yes,Fiber optic,51.17,Month-to-month,Bank transfer (automatic),3110.27,0
Female,1,Yes,No,50,No,Fiber optic,95.55,Month-to-month,Electronic check,4935.08,0
Female,0,Yes,No,40,Yes,Fiber optic,50.43,Month-to-month,Credit card (automatic),1664.38,0
Female,1,Yes,No,71,Yes,DSL,102.53,Two year,Mailed check,6965.25,0
Female,0,No,No,65,Yes,DSL,32.97,Two year,Credit card (automatic),2219.1,0
Male,1,Yes,No,14,Yes,Fiber optic,96.48,Month-to-month,Electronic check,1298.99,0
Female,1,No,Yes,11,Yes,Fiber optic,36.71,One year,Mailed check,368.91,1
Male,1,Yes,No,28,Yes,Fiber optic,71.86,Month-to-month,Electronic check,1896.15,1
Female,1,No,No,60,Yes,Fiber optic,50.69,One year,Bank transfer (automatic),2557.76,0
Male,0,No,No,70,Yes,No,83.01,Month-to-month,Bank transfer (automatic),5514.6,1
Male,1,No,No,51,Yes,Fiber optic,39.7,Month-to-month,Mailed check,1674.91,1
Female,0,No,No,50,Yes,Fiber optic,99.13,One year,Electronic check,4894.4,1
Male,1,No,Yes,17,Yes,Fiber optic,76.51,Two year,Electronic check,1198.59,0
Female,0,No,No,43,Yes,Fiber optic,115.64,Month-to-month,Electronic check,4324.85,0
Female,1,No,No,13,Yes,No,90.6,Month-to-month,Credit card (automatic),971.12,0
Female,0,No,No,39,No,Fiber optic,79.95,Two year,Electronic check,3304.36,0
Female,1,Yes,No,14,Yes,Fiber optic,102.57,Month-to-month,Electronic check,1385.21,1
Female,0,Yes,No,5,Yes,Fiber optic,40.41,Month-to-month,Mailed check,199.67,0
Male,1,Yes,No,70,No,Fiber optic,82.54,Month-to-month,Electronic check,5908.57,1
Male,0,Yes,No,65,Yes,No,57.82,Month-to-month,Credit card (automatic),3694.08,0
Male,0,Yes,No,50,No,No,93.87,Month-to-month,Electronic check,4352.78,1
Female,0,Yes,No,45,Yes,DSL,20.5,Month-to-month,Credit card (automatic),906.98,1
Male,0,No,Yes,17,Yes,DSL,61.63,Month-to-month,Bank transfer (automatic),927.91,1
Male,1,Yes,No,41,Yes,Fiber optic,84.47,Month-to-month,Mailed check,3345.35,0
Male,0,No,No,54,Yes,Fiber optic,64.99,Two year,Mailed check,3065.35,0
Male,0,Yes,No,39,No,No,42.27,Month-to-month,Bank transfer (automatic),1745.02,0
Male,0,No,No,20,Yes,DSL,65.36,One year,Bank transfer (automatic),1245.09,0
Male,0,Yes,No,28,Yes,No,104.67,Month-to-month,Electronic check,2581.41,1
Male,1,Yes,No,61,Yes,Fiber optic,39.1,Month-to-month,Credit card (automatic),2352.43,0
Male,1,Yes,No,18,Yes,DSL,55.45,Month-to-month,Mailed check,841.88,1
Male,0,No,No,70,Yes,DSL,119.01,Month-to-month,Mailed check,7771.25,0
Male,1,Yes,Yes,55,Yes,Fiber optic,111.11,One year,Mailed check,6386.97,0
Female,1,No,No,64,Yes,DSL,21.46,Month-to-month,Bank transfer (automatic),1400.42,1
Male,1,Yes,No,37,Yes,Fiber optic,72.09,One year,Mailed check,2675.05,0
Male,1,No,No,16,No,Fiber optic,24.67,Two year,Mailed check,371.97,0
Male,1,Yes,Yes,2,Yes,Fiber optic,112.24,Month-to-month,Electronic check,210.16,1
Female,0,No,No,39,Yes,DSL,63.04,Two year,Mailed check,2023.25,0
Female,1,Yes,No,29,Yes,No,60.68,Month-to-month,Electronic check,1717.5,1
Female,0,Yes,No,8,Yes,Fiber optic,45.84,Month-to-month,Credit card (automatic),355.73,1
Male,0,Yes,Yes,67,Yes,Fiber optic,76.02,Month-to-month,Electronic check,4183.53,0
Male,1,Yes,No,70,Yes,Fiber optic,32.79,Two year,Credit card (automatic),1963.93,0
Male,0,Yes,No,27,Yes,Fiber optic,99.49,One year,Bank transfer (automatic),2211.39,0
Female,1,No,Yes,48,Yes,No,68.1,Two year,Bank transfer (automatic),2895.59,0
Female,1,Yes,Yes,30,Yes,Fiber optic,75.78,One year,Credit card (automatic),1866.47,1
Female,1,Yes,Yes,36,Yes,Fiber optic,103.76,Month-to-month,Electronic check,3468.34,1
Female,0,No,No,45,No,DSL,36.89,Two year,Mailed check,1566.86,0
Female,0,Yes,Yes,30,Yes,DSL,35.87,Two year,Electronic check,1004.69,0
Female,0,Yes,No,58,Yes,Fiber optic,60.92,One year,Electronic check,3080.53,0
Female,1,No,No,13,Yes,DSL,98.19,One year,Mailed check,1220.47,1
Male,0,No,No,48,Yes,Fiber optic,23.97,Two year,Bank transfer (automatic),1186.99,0
Male,1,No,No,71,Yes,No,99.11,Month-to-month,Credit card (automatic),6302.98,1
Female,0,Yes,No,62,Yes,Fiber optic,69.08,Two year,Electronic check,3860.1,0
Male,0,No,Yes,3,Yes,DSL,75.3,Two year,Bank transfer (automatic),217.12,0
Male,0,Yes,No,8,Yes,Fiber optic,75.57,One year,Electronic check,532.48,1
Female,0,No,Yes,45,Yes,DSL,23.73,Month-to-month,Electronic check,969.42,0
Male,0,No,Yes,67,Yes,Fiber optic,43.48,Month-to-month,Electronic check,2731.48,0
Female,0,No,No,61,Yes,Fiber optic,95.04,Two year,Bank transfer (automatic),5336.19,0
Female,1,Yes,Yes,65,Yes,Fiber optic,60.05,Two year,Mailed check,4031.04,0
Male,1,Yes,Yes,10,Yes,Fiber optic,75.17,One year,Electronic check,782.32,1
Female,1,No,No,37,Yes,Fiber optic,114.38,Two year,Electronic check,3913.59,0
Female,0,No,No,52,Yes,DSL,22.72,Month-to-month,Mailed check,1106.33,0
Female,0,No,Yes,45,Yes,DSL,63.87,Two year,Credit card (automatic),3071.87,0
Male,1,No,No,56,Yes,Fiber optic,54.85,Month-to-month,Electronic check,2920.49,1
Female,1,No,No,15,No,No,28.86,Month-to-month,Bank transfer (automatic),466.75,1
Female,1,Yes,No,33,Yes,DSL,114.98,Month-to-month,Bank transfer (automatic),3863.89,1
Female,0,Yes,Yes,32,Yes,DSL,116.07,Month-to-month,Mailed check,3300.85,1
Male,0,Yes,No,68,Yes,DSL,49.77,Month-to-month,Electronic check,2976.76,0
Male,1,Yes,No,14,Yes,Fiber optic,114.57,One year,Credit card (automatic),1381.6,1
Female,1,Yes,Yes,23,Yes,DSL,21.59,Month-to-month,Mailed check,511.27,1
Male,1,No,Yes,1,Yes,Fiber optic,118.05,One year,Mailed check,106.22,1
Male,1,No,Yes,11,Yes,DSL,103.27,Month-to-month,Credit card (automatic),1131.09,1
Male,0,No,No,71,Yes,Fiber optic,39.86,Two year,Credit card (automatic),2718.09,0
Male,1,Yes,Yes,61,Yes,DSL,79.15,Month-to-month,Bank transfer (automatic),4995.97,0
Male,1,No,No,18,Yes,Fiber optic,99.43,One year,Credit card (automatic),1816.97,1
Male,1,No,No,51,Yes,DSL,50.57,One year,Electronic check,2157.58,0
Female,1,No,Yes,43,Yes,Fiber optic,54.08,Month-to-month,Bank transfer (automatic),2111.48,1
Male,0,No,No,66,Yes,No,82.16,Month-to-month,Electronic check,5179.77,1
Male,1,No,Yes,21,Yes,DSL,33.0,Month-to-month,Credit card (automatic),713.06,0
Male,0,No,Yes,72,Yes,No,30.06,Month-to-month,Mailed check,2176.54,0
Female,1,Yes,No,27,Yes,DSL,43.48,Month-to-month,Electronic check,1130.34,0
Male,0,No,No,52,Yes,Fiber optic,93.61,Month-to-month,Mailed check,5014.62,0
Female,1,Yes,No,29,Yes,Fiber optic,55.39,One year,Bank transfer (automatic),1498.82,1
Female,1,Yes,No,49,Yes,DSL,69.75,Month-to-month,Mailed check,2852.01,0
Female,0,Yes,Yes,24,No,Fiber optic,37.94,Month-to-month,Bank transfer (automatic),952.75,1
Female,0,No,No,61,No,DSL,37.8,Month-to-month,Electronic check,2206.45,0
Male,1,No,Yes,46,Yes,Fiber optic,84.35,Month-to-month,Electronic check,3997.22,1
Female,0,No,No,21,Yes,Fiber optic,29.05,Month-to-month,Mailed check,562.43,1
Male,1,Yes,No,70,Yes,No,86.12,One year,Mailed check,5865.78,0
Female,1,Yes,No,51,Yes,DSL,58.87,One year,Bank transfer (automatic),2720.4,1
Female,1,No,No,31,Yes,No,86.47,Month-to-month,Credit card (automatic),2483.52,1
Female,0,Yes,No,9,Yes,DSL,56.94,Month-to-month,Bank transfer (automatic),439.86,0
Female,0,No,No,71,Yes,Fiber optic,104.3,Month-to-month,Mailed check,7500.21,0
Male,1,Yes,Yes,55,Yes,DSL,23.67,One year,Mailed check,1162.39,1
Female,1,No,Yes,48,Yes,DSL,109.12,Month-to-month,Credit card (automatic),4705.87,0
Female,1,No,Yes,60,Yes,DSL,45.4,Two year,Bank transfer (automatic),2484.53,0
Female,0,No,No,44,Yes,Fiber optic,22.34,One year,Credit card (automatic),916.47,1
Male,1,Yes,No,16,Yes,DSL,75.37,One year,Electronic check,1169.5,1
Female,1,No,Yes,17,Yes,Fiber optic,40.88,Month-to-month,Bank transfer (automatic),693.24,1
Male,1,No,No,5,Yes,No,64.84,Two year,Electronic check,322.8,0
Male,0,No,No,4,Yes,DSL,99.84,Month-to-month,Bank transfer (automatic),371.47,1
Male,1,No,Yes,53,Yes,DSL,98.74,Month-to-month,Credit card (automatic),4946.92,1
Female,1,Yes,No,62,Yes,DSL,79.24,Two year,Credit card (automatic),4207.8,0
Male,0,No,No,11,Yes,DSL,117.74,One year,Electronic check,1237.62,0
Male,1,Yes,No,41,Yes,Fiber optic,65.3,Month-to-month,Credit card (automatic),2805.9,0
Male,1,Yes,No,9,Yes,Fiber optic,22.02,Month-to-month,Electronic check,186.23,1
Female,0,No,No,30,Yes,DSL,101.58,Month-to-month,Mailed check,3242.08,0
Male,1,No,No,57,Yes,DSL,40.57,Two year,Bank transfer (automatic),1989.91,0
Female,1,Yes,No,59,Yes,Fiber optic,35.98,Month-to-month,Mailed check,2147.44,1
Female,1,Yes,No,69,No,DSL,25.14,Month-to-month,Electronic check,1741.73,1
Female,0,Yes,No,22,Yes,Fiber optic,51.45,Month-to-month,Bank transfer (automatic),1128.73,1
Female,1,Yes,No,69,Yes,No,51.27,Two year,Bank transfer (automatic),3510.54,0
Male,1,No,No,57,Yes,DSL,48.88,One year,Bank transfer (automatic),2300.81,0
Male,0,Yes,Yes,24,Yes,Fiber optic,78.51,Month-to-month,Mailed check,1908.64,0
Male,1,No,Yes,23,No,No,94.66,Two year,Bank transfer (automatic),2068.14,0
Female,0,Yes,No,7,Yes,Fiber optic,113.65,Month-to-month,Mailed check,760.78,1
Female,0,Yes,No,67,Yes,Fiber optic,27.59,One year,Electronic check,1540.24,0
Female,1,No,No,14,Yes,Fiber optic,33.34,One year,Mailed check,405.6,1
Male,0,Yes,No,19,Yes,Fiber optic,78.16,Month-to-month,Bank transfer (automatic),1569.48,1
Male,0,Yes,Yes,30,Yes,Fiber optic,28.01,One year,Electronic check,757.98,1
Male,0,No,Yes,10,Yes,Fiber optic,55.82,Two year,Electronic check,514.89,0
Male,1,No,No,58,Yes,Fiber optic,81.7,Month-to-month,Credit card (automatic),4118.76,0
Male,0,No,Yes,50,Yes,Fiber optic,97.62,Month-to-month,Credit card (automatic),4804.71,0
Female,1,Yes,No,11,Yes,Fiber optic,40.2,Two year,Bank transfer (automatic),447.76,0
Male,1,No,No,11,Yes,No,86.13,Month-to-month,Bank transfer (automatic),1003.83,1
Female,1,No,No,1,Yes,DSL,83.88,Month-to-month,Credit card (automatic),81.04,1
Male,1,No,No,69,Yes,DSL,105.68,Month-to-month,Mailed check,6501.94,0
Male,0,Yes,No,31,Yes,DSL,50.0,Two year,Electronic check,1299.6,0
Female,0,Yes,No,47,Yes,DSL,94.51,One year,Bank transfer (automatic),3949.75,0
Female,1,Yes,Yes,10,Yes,Fiber optic,94.7,Two year,Credit card (automatic),928.79,1
Male,1,Yes,No,16,Yes,DSL,42.4,Month-to-month,Bank transfer (automatic),728.1,0
Male,1,No,No,39,Yes,Fiber optic,81.36,Two year,Electronic check,2667.23,0
Male,0,Yes,Yes,15,Yes,Fiber optic,86.87,Month-to-month,Credit card (automatic),1200.08,1
Female,0,Yes,No,44,Yes,DSL,45.99,One year,Bank transfer (automatic),2010.37,0
Male,1,Yes,No,67,Yes,DSL,64.08,One year,Mailed check,4161.93,1
Female,1,No,Yes,22,Yes,Fiber optic,62.45,Month-to-month,Credit card (automatic),1359.39,1
Male,0,Yes,No,44,Yes,Fiber optic,96.9,One year,Bank transfer (automatic),4009.64,0
Female,1,Yes,No,66,Yes,Fiber optic,18.07,Month-to-month,Credit card (automatic),1060.75,1
Male,1,Yes,No,65,Yes,DSL,69.1,Month-to-month,Credit card (automatic),4246.78,1
Female,0,No,No,0,Yes,DSL,36.8,One year,Electronic check,33.83,0
Female,1,Yes,No,8,Yes,DSL,83.98,Month-to-month,Bank transfer (automatic),674.81,1
Male,0,No,No,71,Yes,DSL,87.4,One year,Mailed check,5365.33,0
Male,0,Yes,No,67,Yes,No,69.11,Month-to-month,Credit card (automatic),4394.21,1
Female,0,Yes,Yes,23,Yes,DSL,73.29,Month-to-month,Credit card (automatic),1802.58,0
Male,1,Yes,Yes,37,Yes,DSL,50.14,One year,Credit card (automatic),1777.76,0
Male,1,Yes,No,41,Yes,No,49.96,Month-to-month,Bank transfer (automatic),1805.99,0
Male,1,Yes,No,48,Yes,Fiber optic,94.0,Two year,Credit card (automatic),4797.7,0
Male,1,No,Yes,54,Yes,Fiber optic,31.44,Two year,Electronic check,1499.94,0
Male,0,No,No,27,Yes,Fiber optic,96.69,Month-to-month,Mailed check,2650.59,1
Male,0,Yes,No,64,Yes,No,84.81,Month-to-month,Electronic check,4605.4,0
Male,0,Yes,No,4,Yes,DSL,108.22,Month-to-month,Credit card (automatic),450.86,1
Male,1,No,No,2,Yes,DSL,44.53,One year,Bank transfer (automatic),77.21,0
Male,1,Yes,No,69,Yes,No,69.63,Month-to-month,Bank transfer (automatic),4432.06,0
Male,1,Yes,No,12,Yes,Fiber optic,21.98,Two year,Electronic check,282.5,1
Female,0,Yes,No,72,Yes,No,111.08,Two year,Bank transfer (automatic),7762.97,0
Male,0,Yes,Yes,20,Yes,DSL,86.89,Month-to-month,Mailed check,1544.28,0
Male,0,Yes,No,26,Yes,No,81.53,One year,Credit card (automatic),1738.57,1
Male,0,No,Yes,2,Yes,DSL,92.73,Month-to-month,Credit card (automatic),152.4,1
Female,0,No,No,68,Yes,Fiber optic,47.0,Month-to-month,Mailed check,2848.89,0
Male,1,No,Yes,26,Yes,No,79.59,Month-to-month,Credit card (automatic),1980.32,0
Male,1,Yes,No,12,Yes,DSL,99.69,One year,Electronic check,1131.77,0
Male,0,Yes,No,35,Yes,DSL,27.21,Month-to-month,Electronic check,1009.2,1
Male,0,Yes,Yes,11,Yes,Fiber optic,115.8,Two year,Bank transfer (automatic),1297.57,0
Male,1,Yes,No,57,Yes,No,108.97,Month-to-month,Bank transfer (automatic),6586.65,1
Male,0,Yes,Yes,5,Yes,DSL,116.23,One year,Electronic check,553.87,0
Female,0,Yes,No,36,Yes,No,100.45,Two year,Electronic check,3385.25,0
Female,1,Yes,No,28,Yes,DSL,48.02,One year,Mailed check,1300.44,0
Male,1,Yes,No,2,Yes,Fiber optic,77.32,Month-to-month,Electronic check,141.77,1
Female,1,Yes,No,3,No,DSL,30.26,Month-to-month,Mailed check,79.42,0
Female,0,No,No,37,Yes,No,94.93,Month-to-month,Mailed check,3644.24,0
Male,1,Yes,No,28,No,DSL,33.67,Month-to-month,Credit card (automatic),939.87,0
Male,0,No,No,9,No,Fiber optic,106.42,Two year,Electronic check,866.48,0
Male,0,Yes,No,10,Yes,DSL,42.54,Month-to-month,Electronic check,398.19,1
Female,1,No,No,58,Yes,No,34.36,Month-to-month,Electronic check,1750.98,1
Male,1,Yes,Yes,53,Yes,Fiber optic,25.23,One year,Electronic check,1292.18,1
Female,0,No,No,44,Yes,DSL,90.56,Month-to-month,Bank transfer (automatic),3638.67,1
Male,1,Yes,Yes,60,Yes,DSL,36.99,Two year,Mailed check,2325.15,0
Female,0,Yes,No,5,Yes,Fiber optic,38.16,Month-to-month,Electronic check,182.67,1
Female,0,No,No,50,No,Fiber optic,35.31,Month-to-month,Credit card (automatic),1636.71,1
Male,0,Yes,No,54,Yes,No,49.19,One year,Bank transfer (automatic),2695.84,1
Male,1,Yes,Yes,14,No,Fiber optic,114.0,Month-to-month,Electronic check,1684.3,1
Female,1,No,Yes,39,Yes,Fiber optic,67.64,Two year,Electronic check,2723.77,0
Male,0,Yes,No,55,Yes,Fiber optic,44.61,Month-to-month,Credit card (automatic),2327.63,0
Male,0,No,Yes,44,Yes,Fiber optic,35.38,Month-to-month,Bank transfer (automatic),1420.78,1
Female,0,No,No,18,Yes,DSL,19.93,Month-to-month,Credit card (automatic),355.93,0
Male,0,Yes,No,48,Yes,DSL,55.23,Month-to-month,Electronic check,2736.9,0
Male,0,Yes,No,55,Yes,DSL,29.23,One year,Bank transfer (automatic),1727.33,0
Male,0,Yes,Yes,0,Yes,Fiber optic,20.76,Month-to-month,Electronic check,19.49,1
Male,1,No,No,41,Yes,DSL,28.5,One year,Electronic check,1161.19,0
Female,0,Yes,No,36,Yes,Fiber optic,50.49,Two year,Bank transfer (automatic),1628.98,0
Female,0,Yes,No,26,Yes,DSL,94.59,Month-to-month,Bank transfer (automatic),2072.59,1
Male,1,Yes,Yes,3,Yes,Fiber optic,24.83,One year,Electronic check,65.98,0
Male,0,No,Yes,6,Yes,DSL,87.22,Month-to-month,Electronic check,431.09,1
Female,0,No,No,54,Yes,Fiber optic,81.3,Two year,Bank transfer (automatic),4181.45,0
Male,0,No,No,60,Yes,DSL,107.96,Month-to-month,Electronic check,5940.09,0
Male,0,No,No,30,Yes,DSL,36.77,One year,Electronic check,1099.08,0
Male,0,No,Yes,68,Yes,DSL,99.02,Month-to-month,Electronic check,6598.57,0
Male,1,No,No,67,Yes,Fiber optic,106.22,Month-to-month,Electronic check,6146.34,0
Female,0,No,Yes,48,No,Fiber optic,117.6,Month-to-month,Credit card (automatic),5617.67,0
Male,1,No,Yes,42,Yes,DSL,100.47,Month-to-month,Electronic check,3665.79,1
Male,1,Yes,No,70,Yes,Fiber optic,30.62,Two year,Mailed check,1760.91,0
Female,0,No,No,44,Yes,Fiber optic,114.61,Month-to-month,Bank transfer (automatic),5407.19,1
Male,0,No,Yes,68,No,Fiber optic,101.13,Two year,Electronic check,5687.26,1
Female,0,Yes,No,71,Yes,Fiber optic,39.66,Month-to-month,Bank transfer (automatic),2559.21,0
Male,0,Yes,Yes,14,Yes,DSL,34.85,Month-to-month,Electronic check,480.95,0
Male,1,Yes,Yes,48,Yes,Fiber optic,113.51,Month-to-month,Credit card (automatic),4992.43,0
Male,1,No,No,53,Yes,Fiber optic,33.88,Month-to-month,Credit card (automatic),1650.4,0
Female,0,Yes,No,59,Yes,Fiber optic,97.26,Two year,Credit card (automatic),5783.73,1
Female,0,No,No,25,Yes,DSL,59.34,Month-to-month,Mailed check,1448.73,0
Male,0,Yes,No,62,Yes,Fiber optic,91.83,Two year,Credit card (automatic),5435.99,0
Male,1,No,Yes,35,Yes,DSL,27.37,Month-to-month,Bank transfer (automatic),1006.27,0
Male,1,Yes,No,28,Yes,Fiber optic,91.96,Month-to-month,Mailed check,2183.78,1
Female,0,No,No,11,Yes,DSL,70.21,Month-to-month,Electronic check,727.62,1
Male,0,No,Yes,23,Yes,DSL,109.84,One year,Electronic check,2228.61,0
